Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use_Chip,Exp_Type,Interest_Earned,Delinquent_Acc
717769008,Blue,2000,0,1857,10/13/2024,48,Q4,2024,827487,77490,114413,341,0.96,Yes,POS,4911,1
717773433,Platinum,2000,1,3993,10/7/2024,49,Q4,2024,36932,80252,51560,361,0.62,No,International,4735,1
717774333,Blue,5000,1,1388,6/22/2024,29,Q1,2024,796567,29034,134270,56,0.6,No,ATM,4358,1
717775608,Blue,5000,1,4981,1/6/2024,7,Q4,2024,626552,9722,171344,493,0.18,Yes,EMI,821,1
717776808,Silver,1000,1,2510,7/3/2024,17,Q2,2024,869659,24663,107546,233,0.19,Yes,International,1597,0
717781608,Black,10000,0,3002,8/30/2024,20,Q4,2024,468351,97738,8607,407,0.88,Yes,EMI,1390,1
717783483,Silver,2000,1,2377,5/30/2024,50,Q3,2024,593823,28818,56755,487,0.43,No,Online,4045,1
717784983,Silver,5000,1,3272,6/4/2024,16,Q1,2024,716604,43236,180300,166,0.1,Yes,EMI,1599,0
717787533,Gold,10000,0,2123,1/24/2024,28,Q3,2024,86062,53079,173338,141,0.27,No,International,4818,0
717788958,Platinum,500,1,3621,9/23/2024,39,Q3,2024,431069,78089,73423,447,0.35,No,Online,4114,1
717790233,Blue,1000,0,1840,10/31/2024,6,Q3,2024,470183,77024,134897,437,0.5,No,EMI,1520,1
717793983,Black,500,1,2017,8/4/2024,25,Q3,2024,146091,48203,118348,490,0.33,Yes,POS,3004,1
717797658,Silver,500,1,4214,8/30/2024,33,Q1,2024,412892,64759,197324,41,0.46,Yes,POS,23,0
717800358,Black,5000,1,3028,10/26/2024,28,Q2,2024,866369,69203,115195,467,0.58,No,POS,2473,0
717804783,Platinum,500,0,789,2/29/2024,40,Q4,2024,721021,35737,119308,289,0.14,No,POS,2876,0
717806133,Silver,1000,1,2502,6/2/2024,20,Q2,2024,512803,8127,66909,485,0.75,No,POS,180,0
717812133,Blue,1000,1,3633,10/18/2024,47,Q3,2024,348003,67951,176765,397,0.16,Yes,POS,1661,0
717813558,Platinum,1000,1,1826,9/29/2024,22,Q1,2024,438577,80564,117991,403,0.15,Yes,POS,3011,1
717819633,Blue,500,1,630,4/8/2024,35,Q2,2024,500596,68757,78975,158,1,No,Online,664,1
717822108,Silver,10000,0,4525,1/6/2024,28,Q3,2024,241690,89115,124409,27,0.47,Yes,Online,4747,1
717823383,Platinum,2000,1,622,6/4/2024,17,Q1,2024,951600,26901,86534,291,0.65,No,Online,2566,1
717825033,Silver,500,1,4961,4/6/2024,31,Q2,2024,426604,22715,33399,490,0.2,No,Online,3180,0
717826308,Platinum,1000,0,4679,2/10/2024,37,Q4,2024,333252,52281,160309,32,0.83,Yes,ATM,4595,1
717828108,Gold,2000,1,1704,1/3/2024,2,Q2,2024,742891,87755,21087,208,0.62,No,ATM,2184,0
717830583,Gold,10000,1,4244,7/22/2024,12,Q2,2024,985417,80386,110329,259,0.31,Yes,EMI,2335,1
717831783,Blue,5000,0,1343,5/9/2024,33,Q2,2024,230129,51550,169805,296,0.26,Yes,International,1312,0
717835908,Platinum,1000,1,4423,4/6/2024,28,Q2,2024,421638,51281,133249,390,0.73,No,EMI,2106,0
717836733,Platinum,1000,0,4426,8/16/2024,15,Q2,2024,189471,19974,144484,112,0.45,Yes,ATM,4236,1
717837858,Platinum,1000,0,4694,1/15/2024,47,Q2,2024,170575,366,55187,134,0.7,No,EMI,702,1
717840108,Silver,5000,0,714,7/20/2024,7,Q1,2024,996903,78886,140841,408,0.89,No,ATM,392,0
717841683,Gold,500,0,3071,6/11/2024,31,Q2,2024,596525,27408,131276,465,0.83,No,Online,378,1
717843783,Silver,2000,1,4993,9/3/2024,41,Q4,2024,159861,50670,12301,217,0.28,No,International,275,1
717846108,Black,10000,1,3786,9/24/2024,22,Q4,2024,648909,79130,56130,177,0.55,No,ATM,2899,0
717849708,Silver,1000,0,2266,7/10/2024,42,Q2,2024,173177,59722,119782,388,0.37,No,Online,2943,0
717853233,Gold,5000,1,3499,4/30/2024,29,Q3,2024,653846,65540,11713,366,0.81,No,POS,2361,1
717855933,Black,5000,1,1406,5/18/2024,28,Q3,2024,387286,74505,174984,388,0.17,No,Online,4405,1
717856983,Black,500,1,4612,11/10/2024,17,Q3,2024,253147,98324,3139,452,0.7,Yes,Online,3270,1
717859233,Silver,5000,0,1400,9/14/2024,35,Q2,2024,639014,39464,179361,51,0.49,Yes,Online,2083,1
717860358,Gold,2000,0,4297,2/11/2024,49,Q4,2024,231249,41499,115443,47,0.48,Yes,Online,2668,0
717862308,Platinum,2000,0,1367,2/9/2024,20,Q4,2024,241624,96906,60715,48,0.63,No,ATM,2962,1
717865008,Gold,5000,0,2797,10/3/2024,16,Q2,2024,338204,14968,25121,496,0.52,No,EMI,2513,1
717866133,Silver,500,0,3779,3/9/2024,47,Q2,2024,101319,77421,103327,263,0.84,No,POS,229,0
717870108,Blue,5000,0,4945,10/28/2024,18,Q1,2024,178694,76888,191680,39,0.86,Yes,EMI,2393,1
717874533,Silver,2000,0,4975,10/9/2024,44,Q2,2024,455026,69582,153063,18,0.15,No,EMI,1216,0
717877533,Silver,10000,0,3420,6/26/2024,42,Q2,2024,860635,43602,37213,76,0.96,Yes,ATM,4683,0
717878883,Gold,1000,1,1034,11/4/2024,35,Q4,2024,877713,92332,148505,38,0.56,No,Online,4318,1
717885183,Blue,2000,1,3920,2/6/2024,3,Q2,2024,529583,79451,182748,212,0.73,No,POS,2648,1
717886008,Platinum,5000,0,3237,1/31/2024,35,Q3,2024,706999,65546,85969,81,0.59,No,POS,2167,1
717888108,Platinum,10000,1,903,12/23/2024,48,Q1,2024,730690,51732,57677,409,0.21,No,EMI,376,1
717890583,Silver,1000,0,817,10/3/2024,37,Q4,2024,333456,91153,58762,172,0.61,Yes,EMI,2536,0
717891558,Black,5000,0,4030,7/16/2024,20,Q2,2024,99167,40930,168583,161,0.58,No,EMI,2606,1
717893358,Silver,10000,1,1842,8/27/2024,23,Q1,2024,190803,57603,138269,85,0.88,Yes,POS,3363,0
717895833,Silver,5000,1,2151,7/16/2024,44,Q2,2024,154502,68736,86214,19,0.6,Yes,POS,111,0
717898758,Platinum,2000,1,2663,1/14/2024,50,Q2,2024,398459,82486,75366,317,0.93,Yes,International,2990,0
717903108,Silver,5000,1,2430,10/14/2024,43,Q1,2024,994060,62997,57172,370,0.12,Yes,POS,678,1
717904383,Blue,500,1,2441,1/26/2024,22,Q1,2024,15130,60720,40569,242,0.5,No,POS,733,1
717906783,Silver,10000,0,3322,4/20/2024,46,Q4,2024,148949,35771,194707,394,0.44,Yes,ATM,1934,1
717908208,Gold,500,0,4742,11/13/2024,1,Q1,2024,754166,45340,170778,255,0.79,No,POS,2991,0
717912483,Silver,5000,1,1555,1/15/2024,44,Q4,2024,620564,64497,10958,428,0.17,No,Online,233,1
717914808,Platinum,5000,1,540,12/19/2024,15,Q3,2024,985876,66975,52863,209,0.38,Yes,POS,627,0
717915783,Black,1000,0,2788,3/9/2024,17,Q2,2024,77241,13536,139133,98,1,Yes,International,1434,1
717916758,Blue,2000,0,669,10/7/2024,30,Q3,2024,630944,10571,191357,202,0.57,No,Online,4216,0
717920583,Platinum,500,1,2778,1/13/2024,3,Q1,2024,547544,66727,47638,160,0.56,Yes,ATM,2763,0
717924933,Silver,5000,1,1704,1/27/2024,46,Q1,2024,241356,59732,97329,82,0.53,No,International,4419,0
717926358,Gold,10000,1,3005,3/11/2024,47,Q2,2024,18938,26454,95205,276,0.77,No,POS,782,1
717928308,Black,5000,0,3364,5/23/2024,12,Q3,2024,64743,64896,141788,488,0.73,No,EMI,477,1
717929133,Blue,1000,1,4111,10/10/2024,9,Q2,2024,559652,22170,145740,11,0.16,Yes,International,3971,1
717930483,Gold,10000,1,4563,6/19/2024,9,Q1,2024,445936,81422,61351,354,0.49,Yes,POS,2537,1
717940008,Platinum,1000,0,2361,12/12/2024,30,Q3,2024,749684,58155,190624,221,0.18,Yes,POS,3640,0
717942033,Silver,10000,0,2416,11/25/2024,22,Q2,2024,17712,19387,187203,119,0.71,Yes,POS,3239,1
717945108,Silver,5000,1,4140,2/21/2024,35,Q4,2024,798117,34364,95923,349,0.47,Yes,ATM,3513,0
717947508,Platinum,10000,0,4405,4/9/2024,46,Q2,2024,411954,67155,170351,440,0.83,Yes,EMI,3060,1
717949008,Black,500,0,2989,12/18/2024,35,Q3,2024,333040,89733,125881,5,0.25,Yes,POS,2573,1
717949983,Gold,5000,1,4488,10/26/2024,44,Q2,2024,520096,11552,53189,228,0.85,No,POS,2022,0
717953283,Gold,10000,1,2622,5/27/2024,48,Q4,2024,569905,87130,44690,410,0.26,Yes,Online,4643,1
717954333,Gold,500,0,1778,1/27/2024,16,Q2,2024,78990,72187,76722,484,0.88,Yes,ATM,900,0
717956283,Silver,500,1,4553,12/31/2024,45,Q1,2024,127171,21400,139892,283,0.1,Yes,International,751,0
717958833,Silver,1000,1,1675,12/5/2024,4,Q1,2024,305404,20502,106527,65,0.38,No,ATM,4841,0
717960033,Black,500,0,1724,1/25/2024,10,Q4,2024,723747,70256,25423,477,0.42,No,EMI,2512,0
717961458,Blue,1000,1,833,11/29/2024,13,Q3,2024,918817,46695,23186,353,0.88,No,EMI,4516,0
717965808,Gold,5000,0,2009,4/17/2024,28,Q4,2024,984699,39353,27743,79,0.3,Yes,ATM,3362,0
717966933,Black,500,1,4245,2/28/2024,39,Q1,2024,811945,56214,56558,92,0.48,No,International,2907,0
717967833,Black,2000,0,4241,7/12/2024,17,Q4,2024,339500,18577,113568,80,0.33,No,International,475,0
717970158,Gold,500,1,3918,8/3/2024,36,Q4,2024,468863,20865,154653,55,0.29,No,Online,2673,1
717971208,Silver,1000,0,1081,6/29/2024,8,Q2,2024,524094,17597,9371,224,0.86,Yes,POS,683,0
717972408,Platinum,1000,0,2236,8/13/2024,36,Q3,2024,957247,76791,91887,342,0.41,No,POS,1626,1
717975333,Black,1000,0,3557,2/28/2024,7,Q3,2024,616786,28870,192315,267,0.57,Yes,ATM,3415,1
717978033,Black,500,0,1210,9/7/2024,31,Q3,2024,392858,58750,38495,218,0.48,Yes,ATM,4397,1
717979008,Silver,1000,1,527,11/10/2024,43,Q4,2024,714263,53863,20034,456,0.19,Yes,EMI,965,1
717983058,Platinum,2000,0,4076,1/14/2024,9,Q1,2024,51914,52639,190891,38,0.7,Yes,ATM,1246,1
717985158,Platinum,1000,0,2365,9/23/2024,40,Q1,2024,370542,24452,188481,49,0.36,No,ATM,4644,1
717986058,Blue,10000,0,2506,3/4/2024,20,Q2,2024,712712,83912,98883,303,0.33,No,Online,3752,0
717987258,Gold,5000,0,879,8/12/2024,31,Q2,2024,743787,65296,65098,244,0.43,No,Online,1236,0
717990183,Blue,2000,0,822,5/1/2024,29,Q3,2024,191515,53206,170923,300,0.82,Yes,International,1987,1
717991533,Blue,2000,1,2990,12/5/2024,50,Q2,2024,572523,25246,185041,66,0.9,No,EMI,1876,0
717992433,Gold,1000,0,2693,10/20/2024,17,Q1,2024,278378,90749,1005,63,0.44,No,EMI,413,1
717994608,Platinum,500,1,2891,12/16/2024,47,Q3,2024,507452,57026,34308,96,0.99,No,International,2166,0
717995958,Black,5000,0,2198,11/23/2024,42,Q4,2024,596910,735,43566,51,0.96,No,EMI,3205,0
717998058,Platinum,1000,0,4011,7/22/2024,13,Q3,2024,978237,12352,171439,360,0.94,No,International,1795,0
717999183,Blue,10000,1,3587,8/22/2024,25,Q1,2024,596434,69816,19214,285,0.23,Yes,POS,1540,0
718000383,Blue,2000,0,4877,5/20/2024,52,Q3,2024,500116,26848,130541,39,0.14,Yes,EMI,1130,0
718001508,Platinum,5000,0,3145,9/24/2024,11,Q2,2024,838430,90286,171389,404,0.83,No,Online,2136,0
718002633,Silver,2000,1,2650,8/15/2024,37,Q4,2024,196952,3522,72390,63,0.84,Yes,ATM,2144,1
718005108,Blue,500,1,3734,7/19/2024,23,Q3,2024,78645,92198,138340,271,0.67,Yes,POS,3520,0
718006608,Gold,2000,0,4658,3/9/2024,13,Q4,2024,278530,17389,1746,93,0.41,Yes,ATM,4170,1
718009158,Gold,500,1,1554,6/18/2024,22,Q1,2024,270748,96416,13919,320,0.85,Yes,POS,2290,1
718010133,Silver,2000,1,2733,11/29/2024,4,Q4,2024,450931,2439,172375,94,0.49,No,EMI,1121,0
718011783,Platinum,500,0,1752,11/6/2024,26,Q3,2024,890651,77421,190431,421,0.28,No,EMI,918,0
718016808,Silver,5000,0,1279,11/21/2024,33,Q3,2024,686801,19679,197725,330,0.85,Yes,EMI,3033,0
718020408,Silver,1000,1,3786,10/15/2024,12,Q1,2024,925457,67693,142093,115,0.54,No,ATM,3383,1
718021608,Gold,10000,1,3503,10/20/2024,20,Q3,2024,200579,86321,41841,353,0.38,No,Online,1714,0
718023708,Silver,2000,1,2111,11/4/2024,51,Q3,2024,502929,69027,159861,18,0.64,Yes,International,2107,0
718024908,Blue,1000,1,4320,12/15/2024,15,Q2,2024,888601,65695,159559,137,0.98,Yes,International,3860,0
718025808,Platinum,500,1,1989,4/13/2024,18,Q1,2024,631644,38635,194539,235,0.62,Yes,EMI,3313,0
718026858,Platinum,500,1,3793,4/20/2024,42,Q3,2024,190427,39778,193253,31,0.52,No,Online,78,1
718030083,Gold,10000,1,3099,8/24/2024,38,Q2,2024,664444,93609,98119,291,0.71,Yes,EMI,4133,1
718031508,Platinum,10000,0,1638,2/13/2024,16,Q2,2024,669228,92756,32860,344,0.7,No,EMI,4521,1
718032483,Gold,5000,0,3191,10/24/2024,11,Q1,2024,983725,23229,108081,465,0.45,No,International,317,0
718034058,Platinum,10000,0,3358,12/24/2024,29,Q2,2024,911408,95317,167626,251,0.42,No,Online,4127,0
718037433,Gold,1000,1,3483,12/18/2024,22,Q3,2024,926607,27220,156566,483,0.93,No,Online,8,1
718038483,Platinum,2000,0,1551,4/7/2024,50,Q2,2024,941688,64157,9425,249,0.47,Yes,Online,1180,1
718039683,Gold,5000,0,1012,12/12/2024,49,Q3,2024,947927,82778,52836,404,0.76,No,EMI,1407,0
718041033,Silver,1000,1,4852,6/27/2024,44,Q1,2024,991360,46979,38832,23,0.66,Yes,POS,4721,1
718042383,Silver,10000,0,625,9/16/2024,48,Q1,2024,59716,81876,66599,241,0.24,No,International,3658,1
718043583,Silver,5000,0,4045,1/15/2024,23,Q2,2024,934239,58006,38007,394,0.29,Yes,Online,87,1
718045008,Gold,5000,0,3283,10/30/2024,30,Q2,2024,696568,30552,71971,187,0.69,Yes,Online,2809,1
718046433,Black,1000,1,4362,9/30/2024,3,Q1,2024,118807,46421,4663,245,0.63,No,International,4330,1
718048608,Gold,1000,0,1329,7/31/2024,16,Q3,2024,414688,80284,63576,81,0.97,No,POS,3929,1
718050033,Silver,5000,1,4194,1/25/2024,48,Q1,2024,795832,99469,164742,208,0.98,Yes,International,1182,1
718054833,Platinum,500,1,2349,3/25/2024,21,Q2,2024,955366,85072,152772,450,0.6,Yes,EMI,204,0
718056033,Silver,10000,0,2102,1/13/2024,18,Q2,2024,664244,11198,174703,258,0.24,Yes,EMI,926,1
718060983,Blue,10000,0,1089,1/15/2024,12,Q4,2024,419787,76961,32341,252,0.98,No,Online,2492,1
718063083,Platinum,500,1,3928,9/13/2024,33,Q1,2024,459971,49529,178059,358,0.7,No,International,2593,1
718064283,Black,10000,1,4555,10/29/2024,28,Q2,2024,631906,94349,124912,31,0.49,No,ATM,1567,0
718065333,Blue,500,1,3110,6/8/2024,5,Q1,2024,683748,13471,136196,428,0.63,No,ATM,2246,0
718067658,Blue,10000,0,1737,12/20/2024,29,Q3,2024,536074,54903,140265,46,0.79,No,International,4849,1
718068933,Platinum,5000,1,879,8/2/2024,52,Q2,2024,285802,77855,113177,109,0.56,Yes,ATM,4931,1
718071933,Silver,1000,1,4563,4/20/2024,25,Q4,2024,804254,2859,54380,399,0.52,Yes,International,3185,1
718072758,Gold,1000,1,4324,3/24/2024,16,Q2,2024,18409,24288,183813,61,0.24,No,POS,1401,1
718076733,Gold,2000,1,2463,2/18/2024,29,Q4,2024,83750,49072,5224,122,0.99,No,ATM,474,1
718078008,Black,500,0,3715,4/17/2024,26,Q2,2024,147756,57891,23038,279,0.21,No,EMI,3223,1
718080558,Blue,500,0,4716,3/26/2024,47,Q3,2024,281757,59040,34097,24,0.8,Yes,International,4240,0
718082208,Gold,2000,0,3333,3/15/2024,21,Q2,2024,808896,21906,112113,423,0.89,Yes,ATM,4317,1
718083483,Blue,500,0,3964,4/28/2024,32,Q3,2024,954645,52679,51554,373,0.85,No,POS,1010,0
718086783,Blue,2000,0,615,4/15/2024,10,Q1,2024,734276,19900,151379,202,0.68,No,International,4107,1
718088133,Gold,1000,1,1806,11/10/2024,51,Q4,2024,127821,32869,150029,185,0.33,Yes,International,820,0
718090233,Platinum,2000,0,4767,5/22/2024,49,Q1,2024,250173,47651,84569,72,0.15,Yes,Online,3557,1
718093233,Silver,500,1,4877,8/15/2024,5,Q4,2024,488537,55087,151162,237,0.7,No,ATM,2440,0
718096608,Platinum,2000,0,536,7/4/2024,13,Q4,2024,153415,62089,186116,254,0.65,Yes,POS,1229,0
718100808,Silver,5000,0,2035,10/31/2024,19,Q1,2024,481168,59236,93684,228,0.71,No,POS,1524,1
718102758,Silver,2000,1,3327,2/18/2024,13,Q3,2024,627583,60821,122669,284,0.34,Yes,POS,2310,1
718103733,Blue,5000,0,697,8/19/2024,9,Q2,2024,450453,48020,108721,178,0.14,Yes,International,2169,0
718108758,Gold,500,1,1702,4/25/2024,31,Q3,2024,857510,97094,67400,281,0.77,No,POS,56,1
718109808,Blue,2000,1,2144,8/31/2024,13,Q2,2024,863611,20255,127014,456,0.75,Yes,International,2357,1
718110858,Blue,5000,0,2190,6/27/2024,5,Q4,2024,337599,57865,137922,97,0.73,Yes,ATM,4403,0
718113633,Black,500,1,2671,9/28/2024,5,Q4,2024,229941,56877,177238,138,0.39,No,ATM,4964,0
718115733,Black,10000,1,1654,3/9/2024,14,Q3,2024,740211,22210,176356,195,0.19,No,Online,2026,0
718116933,Platinum,5000,0,2771,10/2/2024,21,Q2,2024,863077,64669,173830,145,0.69,No,ATM,1665,0
718121658,Silver,2000,0,3906,9/2/2024,45,Q1,2024,356130,52107,52163,52,0.91,Yes,Online,4825,0
718123608,Black,500,0,792,1/28/2024,28,Q2,2024,93138,71772,106158,119,0.28,Yes,POS,778,0
718127958,Silver,5000,0,4432,5/28/2024,27,Q3,2024,495350,65233,44957,347,0.53,No,Online,1970,1
718133733,Gold,2000,0,2788,7/12/2024,9,Q4,2024,775768,93465,39521,275,0.35,Yes,EMI,3030,0
718136283,Gold,5000,0,4167,12/12/2024,40,Q1,2024,471893,46855,168761,198,0.51,No,Online,4015,1
718137183,Silver,10000,1,612,2/4/2024,38,Q3,2024,360766,62452,62085,188,0.36,No,International,2063,1
718140783,Gold,5000,0,1337,12/25/2024,32,Q3,2024,298811,61835,9589,66,0.68,No,ATM,2860,1
718141983,Gold,5000,0,3870,1/17/2024,47,Q1,2024,26963,22260,118029,60,0.49,Yes,POS,4617,1
718142958,Platinum,2000,0,2930,12/27/2024,10,Q1,2024,657441,2563,61308,417,0.17,No,EMI,4235,0
718146258,Gold,2000,0,1614,8/29/2024,47,Q4,2024,253715,28827,37549,319,0.49,Yes,ATM,2124,1
718147233,Platinum,5000,0,2558,3/6/2024,47,Q1,2024,726641,37841,34321,50,0.81,Yes,EMI,2619,1
718148358,Silver,500,1,3275,6/10/2024,37,Q4,2024,807658,28736,30439,221,0.76,Yes,EMI,49,0
718152333,Silver,500,1,2502,11/5/2024,25,Q2,2024,863061,30136,175391,29,0.35,Yes,ATM,539,0
718153233,Platinum,5000,0,1388,5/10/2024,5,Q4,2024,86315,32786,189662,449,0.55,Yes,International,1959,1
718160358,Platinum,2000,0,2543,1/2/2024,50,Q1,2024,229719,61404,4173,364,0.53,No,POS,4456,1
718161708,Blue,1000,0,1075,11/15/2024,47,Q2,2024,231831,27781,45837,363,0.65,Yes,Online,2061,0
718162908,Blue,500,1,4518,4/9/2024,27,Q3,2024,428728,90496,185110,74,0.37,Yes,EMI,777,0
718163808,Silver,500,1,2400,12/16/2024,8,Q4,2024,508379,65870,196336,424,0.58,No,International,545,0
718164858,Silver,500,1,3259,9/3/2024,19,Q2,2024,545388,57075,135628,277,0.94,Yes,POS,3509,0
718165758,Black,5000,1,1976,2/26/2024,38,Q3,2024,635610,30793,157537,189,0.15,Yes,ATM,1863,1
718170033,Platinum,2000,0,1338,12/3/2024,51,Q1,2024,41870,6563,45433,132,0.16,Yes,ATM,1051,1
718171308,Blue,10000,0,3146,10/29/2024,46,Q1,2024,696431,13438,167160,486,0.48,Yes,EMI,915,1
718174908,Silver,10000,1,2040,11/1/2024,4,Q3,2024,765024,96527,38110,324,0.47,No,EMI,144,0
718178583,Silver,5000,1,3190,11/27/2024,31,Q4,2024,794569,39448,80501,346,0.28,Yes,Online,3241,0
718181433,Black,5000,1,511,6/18/2024,4,Q3,2024,116748,9321,160756,488,1,No,Online,2738,0
718183833,Silver,1000,1,3169,9/14/2024,23,Q2,2024,906730,2098,98895,292,0.65,Yes,Online,679,0
718184883,Gold,1000,1,2755,2/23/2024,11,Q1,2024,396036,88253,165749,401,0.55,Yes,POS,3411,0
718186233,Black,10000,1,3686,12/11/2024,13,Q1,2024,305909,64212,64163,423,0.83,Yes,ATM,3908,0
718187508,Gold,2000,1,1090,4/24/2024,30,Q3,2024,107416,71320,99223,203,0.57,Yes,Online,4240,0
718188858,Black,5000,1,1615,1/13/2024,29,Q2,2024,848925,70176,36701,258,0.92,No,POS,3426,0
718189908,Gold,5000,0,1775,3/24/2024,37,Q3,2024,891578,40848,170059,425,0.78,No,ATM,3365,0
718191483,Gold,5000,1,2116,10/26/2024,23,Q4,2024,816196,63297,163485,193,0.2,Yes,EMI,1172,0
718192608,Blue,10000,0,4040,12/24/2024,4,Q3,2024,789345,20008,71924,420,0.7,Yes,EMI,1663,0
718193958,Gold,2000,1,1988,8/27/2024,3,Q4,2024,198758,2756,63073,185,0.4,No,International,3400,0
718194858,Platinum,5000,0,2978,3/2/2024,29,Q4,2024,290825,97351,191260,475,0.22,No,POS,687,1
718197108,Silver,5000,1,1545,11/17/2024,44,Q4,2024,787691,64961,199173,204,0.86,No,Online,2286,1
718199133,Silver,2000,1,3420,6/8/2024,16,Q4,2024,77456,40287,176262,148,0.28,No,Online,4106,0
718200333,Blue,2000,1,1463,7/19/2024,16,Q4,2024,609142,79697,197684,453,0.45,No,International,1668,0
718201383,Gold,1000,0,886,12/12/2024,35,Q4,2024,834486,84581,97027,364,0.2,Yes,Online,3873,1
718202658,Gold,2000,1,3271,8/5/2024,30,Q2,2024,905579,79552,163424,201,0.92,No,ATM,4471,0
718205283,Silver,5000,1,1289,11/10/2024,16,Q3,2024,922282,69120,107110,278,0.98,Yes,Online,3976,0
718206783,Black,10000,1,2987,4/30/2024,10,Q3,2024,721110,59532,65908,262,0.14,Yes,POS,2739,1
718208358,Black,10000,0,3821,11/20/2024,48,Q2,2024,743459,39738,17510,85,0.92,Yes,EMI,1305,1
718211208,Black,2000,0,4761,7/3/2024,38,Q2,2024,304574,95164,55073,236,0.31,No,International,1253,1
718212633,Black,5000,1,4807,1/30/2024,1,Q4,2024,985137,84780,113908,357,0.36,Yes,EMI,2068,1
718215033,Silver,1000,0,3806,7/19/2024,22,Q1,2024,444451,52824,70557,234,0.57,No,ATM,4655,1
718216008,Black,5000,1,1277,12/12/2024,38,Q3,2024,893565,81957,72257,40,0.78,Yes,EMI,3894,1
718220358,Silver,2000,0,1568,3/10/2024,12,Q4,2024,486834,10891,164641,125,0.56,No,ATM,1992,0
718225683,Platinum,1000,0,2996,12/16/2024,39,Q3,2024,259776,41339,91719,358,0.3,No,EMI,1321,1
718227033,Gold,500,1,1983,12/6/2024,17,Q4,2024,992861,59412,67031,319,0.37,Yes,International,2527,0
718229133,Gold,1000,1,2220,10/17/2024,48,Q4,2024,520197,20115,175487,58,0.18,Yes,EMI,4088,1
718230933,Black,10000,1,4122,9/15/2024,3,Q1,2024,335008,98389,84174,427,0.85,No,Online,4415,0
718242333,Black,10000,1,3161,8/1/2024,23,Q4,2024,991325,74539,185805,109,0.33,Yes,International,1699,1
718243533,Gold,2000,1,3542,2/18/2024,10,Q1,2024,46652,66521,122459,406,0.63,Yes,International,4357,1
718244958,Gold,10000,1,1125,8/11/2024,22,Q3,2024,705398,4104,169248,297,0.16,Yes,EMI,1527,1
718246458,Blue,5000,1,1818,4/21/2024,27,Q3,2024,345266,46290,96453,241,0.89,No,Online,4944,0
718250883,Gold,2000,1,2012,1/4/2024,27,Q4,2024,937166,30549,181796,453,0.56,No,EMI,2527,0
718252533,Silver,5000,1,2191,2/24/2024,16,Q4,2024,227952,91072,183815,368,0.58,Yes,Online,3739,0
718256658,Gold,2000,0,4214,6/16/2024,19,Q4,2024,591590,44590,158679,292,0.23,No,POS,4865,1
718259433,Gold,5000,1,619,2/17/2024,40,Q4,2024,626428,53260,83233,275,0.38,Yes,Online,3375,0
718263108,Silver,10000,1,3633,4/27/2024,18,Q1,2024,570496,2878,52887,441,0.84,No,EMI,836,0
718264233,Gold,1000,1,2131,4/6/2024,10,Q2,2024,213064,46320,6123,95,0.75,No,International,3374,0
718265658,Blue,1000,1,2956,10/7/2024,33,Q4,2024,458238,42463,173221,116,0.82,Yes,International,3570,0
718267233,Silver,5000,1,737,7/9/2024,20,Q1,2024,935448,18327,187584,125,0.67,No,International,3088,1
718270833,Black,500,1,2187,7/27/2024,45,Q3,2024,189645,20010,130718,383,0.89,Yes,ATM,4122,0
718271958,Platinum,1000,1,3563,1/5/2024,19,Q1,2024,898307,60740,131037,160,0.62,No,ATM,800,1
718274283,Black,500,0,1996,3/10/2024,12,Q3,2024,163121,552,174392,139,0.89,Yes,POS,1509,0
718276758,Silver,10000,1,618,3/27/2024,9,Q3,2024,96198,37947,191125,367,0.72,No,Online,3766,0
718279008,Platinum,5000,1,528,11/4/2024,35,Q4,2024,890800,36378,38948,163,0.16,No,EMI,3390,1
718279983,Gold,500,1,4842,11/6/2024,48,Q4,2024,907659,31656,199238,420,0.45,No,EMI,1900,0
718281408,Silver,1000,1,2297,6/1/2024,12,Q4,2024,144051,16544,121301,411,0.38,No,EMI,4130,1
718282983,Platinum,10000,1,3493,2/27/2024,1,Q1,2024,111279,70312,103573,238,0.14,Yes,EMI,73,0
718284408,Gold,1000,1,4914,1/22/2024,18,Q4,2024,257154,54398,30587,274,0.32,Yes,POS,4414,1
718285308,Gold,1000,1,4765,2/14/2024,41,Q1,2024,920520,86431,97997,382,0.4,Yes,Online,416,1
718286658,Black,2000,0,3039,9/11/2024,19,Q3,2024,766262,43644,101108,149,0.62,Yes,EMI,4413,0
718288833,Silver,10000,0,1027,9/13/2024,20,Q3,2024,463665,24419,167313,56,0.45,No,EMI,3583,1
718291233,Silver,1000,0,3439,2/3/2024,21,Q3,2024,269006,3128,191305,301,0.76,No,POS,3104,1
718292283,Black,2000,0,2904,3/14/2024,52,Q2,2024,907198,15053,144818,300,0.32,Yes,Online,2900,0
718296558,Platinum,5000,1,717,4/13/2024,23,Q4,2024,406195,67346,35745,485,0.93,No,POS,670,0
718297683,Silver,1000,1,3601,11/7/2024,23,Q3,2024,457837,3541,128527,369,0.94,Yes,Online,3348,1
718298733,Gold,2000,1,1312,4/21/2024,32,Q3,2024,972127,96210,84268,228,0.32,Yes,POS,4946,1
